icd10_root,gbd_cause_lvl3,gbd_cause_lvl2
O96,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
O97,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
O98,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P04,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P05,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P07,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P08,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P09,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P10,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P11,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P12,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P13,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P14,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P15,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P19,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P20,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P21,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P22,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P23,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P24,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P25,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P26,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P27,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P28,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P29,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P35,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P36,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P37,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P38,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P39,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P50,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P51,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P52,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P53,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P54,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P55,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P56,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P57,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P58,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P59,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P60,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P61,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P70,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P71,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P72,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P74,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P75,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P76,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P77,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P78,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P80,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P81,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P83,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P84,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P90,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P91,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P92,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P94,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
P96,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
R19,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
U04,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
U06,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
U07,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
U82,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
U83,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
U84,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
U85,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
U86,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
U87,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
U88,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
U89,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
Z16,"Communicable, maternal, neonatal, and nutritional diseases","Communicable, maternal, neonatal, and nutritional diseases"
A50,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
A51,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
A52,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
A53,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
A54,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
A55,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
A56,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
A57,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
A58,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
A60,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
A63,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
B20,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
B21,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
B22,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
B23,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
B24,HIV/AIDS and sexually transmitted infections,HIV/AIDS and sexually transmitted infections
