ICD10,ICD10 Name,USCOD,USCOD name,
A82.1 ,Urban rabies ,A_5,Other Communicable,
A82.9 ,"Rabies, unspecified ",A_5,Other Communicable,
A83 ,Mosquito-borne viral encephalitis ,A_5,Other Communicable,
A83.0 ,Japanese encephalitis ,A_5,Other Communicable,
A83.1 ,Western equine encephalitis ,A_5,Other Communicable,
A83.2 ,Eastern equine encephalitis ,A_5,Other Communicable,
A83.3 ,St Louis encephalitis ,A_5,Other Communicable,
A83.4 ,Australian encephalitis ,A_5,Other Communicable,
A83.5 ,California encephalitis ,A_5,Other Communicable,
A83.6 ,Rocio virus disease ,A_5,Other Communicable,
A83.8 ,Other mosquito-borne viral encephalitis ,A_5,Other Communicable,
A83.9 ,"Mosquito-borne viral encephalitis, unspecified ",A_5,Other Communicable,
A84 ,Tick-borne viral encephalitis ,A_5,Other Communicable,
A84.0 ,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis] ,A_5,Other Communicable,
A84.1 ,Central European tick-borne encephalitis ,A_5,Other Communicable,
A84.8 ,Other tick-borne viral encephalitis ,A_5,Other Communicable,
A84.9 ,"Tick-borne viral encephalitis, unspecified ",A_5,Other Communicable,
A85 ,"Other viral encephalitis, not elsewhere classified ",A_5,Other Communicable,
A85.0+ ,Enteroviral encephalitis ( G05.1* ),A_5,Other Communicable,
A85.1+ ,Adenoviral encephalitis ( G05.1* ),A_5,Other Communicable,
A85.2 ,"Arthropod-borne viral encephalitis, unspecified ",A_5,Other Communicable,
A85.3,"There is not this code in ICD10 site, but we have this in mortality data",A_5,Other Communicable,
A85.4,"There is not this code in ICD10 site, but we have this in mortality data",A_5,Other Communicable,
A85.8 ,Other specified viral encephalitis ,A_5,Other Communicable,
A86 ,Unspecified viral encephalitis ,A_5,Other Communicable,
A86.4,"There is not this code in ICD10 site, but we have this in mortality data",A_5,Other Communicable,
A87 ,Viral meningitis ,A_5,Other Communicable,
A87.0+ ,Enteroviral meningitis ( G02.0* ),A_5,Other Communicable,
A87.1+ ,Adenoviral meningitis ( G02.0* ),A_5,Other Communicable,
A87.2 ,Lymphocytic choriomeningitis ,A_5,Other Communicable,
A87.8 ,Other viral meningitis ,A_5,Other Communicable,
A87.9 ,"Viral meningitis, unspecified ",A_5,Other Communicable,
A88 ,"Other viral infections of central nervous system, not elsewhere classified ",A_5,Other Communicable,
A88.0 ,Enteroviral exanthematous fever [Boston exanthem] ,A_5,Other Communicable,
A88.1 ,Epidemic vertigo ,A_5,Other Communicable,
A88.8 ,Other specified viral infections of central nervous system ,A_5,Other Communicable,
A89 ,Unspecified viral infection of central nervous system ,A_5,Other Communicable,
A89.5,"There is not this code in ICD10 site, but we have this in mortality data",A_5,Other Communicable,
A89.9,"There is not this code in ICD10 site, but we have this in mortality data",A_5,Other Communicable,
A90 ,Dengue fever [classical dengue] ,A_5,Other Communicable,
A91 ,Dengue haemorrhagic fever ,A_5,Other Communicable,
A91.9,"There is not this code in ICD10 site, but we have this in mortality data",A_5,Other Communicable,
A92 ,Other mosquito-borne viral fevers ,A_5,Other Communicable,
A92.0 ,Chikungunya virus disease ,A_5,Other Communicable,
A92.1 ,O'nyong-nyong fever ,A_5,Other Communicable,
A92.2 ,Venezuelan equine fever ,A_5,Other Communicable,
A92.3 ,West Nile virus infection ,A_5,Other Communicable,
A92.4 ,Rift Valley fever ,A_5,Other Communicable,
A92.8 ,Other specified mosquito-borne viral fevers ,A_5,Other Communicable,
A92.9 ,"Mosquito-borne viral fever, unspecified ",A_5,Other Communicable,
A93 ,"Other arthropod-borne viral fevers, not elsewhere classified ",A_5,Other Communicable,
A93.0 ,Oropouche virus disease ,A_5,Other Communicable,
A93.1 ,Sandfly fever ,A_5,Other Communicable,
A93.2 ,Colorado tick fever ,A_5,Other Communicable,
A93.8 ,Other specified arthropod-borne viral fevers ,A_5,Other Communicable,
A94 ,Unspecified arthropod-borne viral fever ,A_5,Other Communicable,
A95 ,Yellow fever ,A_5,Other Communicable,
A95.0 ,Sylvatic yellow fever ,A_5,Other Communicable,
A95.1 ,Urban yellow fever ,A_5,Other Communicable,
A95.9 ,"Yellow fever, unspecified ",A_5,Other Communicable,
A96 ,Arenaviral haemorrhagic fever ,A_5,Other Communicable,
A96.0 ,Junin haemorrhagic fever ,A_5,Other Communicable,
A96.1 ,Machupo haemorrhagic fever ,A_5,Other Communicable,
A96.2 ,Lassa fever ,A_5,Other Communicable,
A96.8 ,Other arenaviral haemorrhagic fevers ,A_5,Other Communicable,
A96.9 ,"Arenaviral haemorrhagic fever, unspecified ",A_5,Other Communicable,
A98 ,"Other viral haemorrhagic fevers, not elsewhere classified ",A_5,Other Communicable,
A98.0 ,Crimean-Congo haemorrhagic fever ,A_5,Other Communicable,
A98.1 ,Omsk haemorrhagic fever ,A_5,Other Communicable,
A98.2 ,Kyasanur Forest disease ,A_5,Other Communicable,
A98.3 ,Marburg virus disease ,A_5,Other Communicable,
A98.4 ,Ebola virus disease ,A_5,Other Communicable,
A98.5 ,Haemorrhagic fever with renal syndrome ,A_5,Other Communicable,
A98.8 ,Other specified viral haemorrhagic fevers ,A_5,Other Communicable,
A99 ,Unspecified viral haemorrhagic fever ,A_5,Other Communicable,
B00 ,Herpesviral [herpes simplex] infections ,A_5,Other Communicable,
B00.0 ,Eczema herpeticum ,A_5,Other Communicable,
B00.1 ,Herpesviral vesicular dermatitis ,A_5,Other Communicable,
B00.2 ,Herpesviral gingivostomatitis and pharyngotonsillitis ,A_5,Other Communicable,
B00.3+ ,Herpesviral meningitis ( G02.0* ),A_5,Other Communicable,
B00.4+ ,Herpesviral encephalitis ( G05.1* ),A_5,Other Communicable,
B00.5 ,Herpesviral ocular disease ,A_5,Other Communicable,
B00.7 ,Disseminated herpesviral disease ,A_5,Other Communicable,
B00.8 ,Other forms of herpesviral infection ,A_5,Other Communicable,
B00.9 ,"Herpesviral infection, unspecified ",A_5,Other Communicable,
B01 ,Varicella [chickenpox] ,A_5,Other Communicable,
B01.0+ ,Varicella meningitis ( G02.0* ),A_5,Other Communicable,
B01.1+ ,Varicella encephalitis ( G05.1* ),A_5,Other Communicable,
B01.2+ ,Varicella pneumonia ( J17.1* ),A_5,Other Communicable,
B01.8 ,Varicella with other complications ,A_5,Other Communicable,
B01.9 ,Varicella without complication ,A_5,Other Communicable,
B02 ,Zoster [herpes zoster] ,A_5,Other Communicable,
B02.0+ ,Zoster encephalitis ( G05.1* ),A_5,Other Communicable,
B02.1+ ,Zoster meningitis ( G02.0* ),A_5,Other Communicable,
B02.2+ ,Zoster with other nervous system involvement ,A_5,Other Communicable,
B02.3 ,Zoster ocular disease ,A_5,Other Communicable,
B02.7 ,Disseminated zoster ,A_5,Other Communicable,
B02.8 ,Zoster with other complications ,A_5,Other Communicable,
B02.9 ,Zoster without complication ,A_5,Other Communicable,
B03 ,Smallpox ,A_5,Other Communicable,
B04 ,Monkeypox ,A_5,Other Communicable,
B05 ,Measles ,A_5,Other Communicable,
B05.0+ ,Measles complicated by encephalitis ( G05.1* ),A_5,Other Communicable,
B05.1+ ,Measles complicated by meningitis ( G02.0* ),A_5,Other Communicable,
B05.2+ ,Measles complicated by pneumonia ( J17.1* ),A_5,Other Communicable,
B05.3+ ,Measles complicated by otitis media ( H67.1* ),A_5,Other Communicable,
B05.4 ,Measles with intestinal complications ,A_5,Other Communicable,
B05.8 ,Measles with other complications ,A_5,Other Communicable,
B05.9 ,Measles without complication ,A_5,Other Communicable,
B06 ,Rubella [German measles] ,A_5,Other Communicable,
B06.0+ ,Rubella with neurological complications ,A_5,Other Communicable,
B06.8 ,Rubella with other complications ,A_5,Other Communicable,
B06.9 ,Rubella without complication ,A_5,Other Communicable,
B07 ,Viral warts ,B_7,Other NCDs,
B08 ,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified ",B_7,Other NCDs,
B08.0 ,Other orthopoxvirus infections ,B_7,Other NCDs,
B08.1 ,Molluscum contagiosum ,B_7,Other NCDs,
B08.2 ,Exanthema subitum [sixth disease] ,B_7,Other NCDs,
B08.3 ,Erythema infectiosum [fifth disease] ,B_7,Other NCDs,
B08.4 ,Enteroviral vesicular stomatitis with exanthem ,B_7,Other NCDs,
B08.5 ,Enteroviral vesicular pharyngitis ,B_7,Other NCDs,
B08.8 ,Other specified viral infections characterized by skin and mucous membrane lesions ,B_7,Other NCDs,
B09 ,Unspecified viral infection characterized by skin and mucous membrane lesions ,B_7,Other NCDs,
B15 ,Acute hepatitis A ,A_5,Other Communicable,
B15.0 ,Hepatitis A with hepatic coma ,A_5,Other Communicable,
B15.9 ,Hepatitis A without hepatic coma ,A_5,Other Communicable,
B16 ,Acute hepatitis B ,A_5,Other Communicable,
B16.0 ,Acute hepatitis B with delta-agent (coinfection) with hepatic coma ,A_5,Other Communicable,
B16.1 ,Acute hepatitis B with delta-agent (coinfection) without hepatic coma ,A_5,Other Communicable,
B16.2 ,Acute hepatitis B without delta-agent with hepatic coma ,A_5,Other Communicable,
B16.9 ,Acute hepatitis B without delta-agent and without hepatic coma ,A_5,Other Communicable,
B17 ,Other acute viral hepatitis ,A_5,Other Communicable,
B17.0 ,Acute delta-(super)infection of hepatitis B carrier ,A_5,Other Communicable,
B17.1 ,Acute hepatitis C ,A_5,Other Communicable,
B17.2 ,Acute hepatitis E ,A_5,Other Communicable,
B17.8 ,Other specified acute viral hepatitis ,A_5,Other Communicable,
B18 ,Chronic viral hepatitis ,B_5,Cirrhosis,
B18.0 ,Chronic viral hepatitis B with delta-agent ,B_5,Cirrhosis,
B18.1 ,Chronic viral hepatitis B without delta-agent ,B_5,Cirrhosis,
B18.2 ,Chronic viral hepatitis C ,B_5,Cirrhosis,
B18.8 ,Other chronic viral hepatitis ,B_5,Cirrhosis,
B18.9 ,"Chronic viral hepatitis, unspecified ",B_5,Cirrhosis,
B19 ,Unspecified viral hepatitis ,A_5,Other Communicable,
B19.0 ,Unspecified viral hepatitis hepatic with coma ,A_5,Other Communicable,
B19.9 ,Unspecified viral hepatitis without hepatic coma ,A_5,Other Communicable,
B20 ,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases ,A_1,HIV & Tuberculosis,
B20.0 ,HIV disease resulting in mycobacterial infection ,A_1,HIV & Tuberculosis,
B20.1 ,HIV disease resulting in other bacterial infections ,A_1,HIV & Tuberculosis,
B20.2 ,HIV disease resulting in cytomegaloviral disease ,A_1,HIV & Tuberculosis,
B20.3 ,HIV disease resulting in other viral infections ,A_1,HIV & Tuberculosis,
B20.4 ,HIV disease resulting in candidiasis ,A_1,HIV & Tuberculosis,
B20.5 ,HIV disease resulting in other mycoses ,A_1,HIV & Tuberculosis,
B20.6 ,HIV disease resulting in Pneumocystis carinii pneumonia ,A_1,HIV & Tuberculosis,
B20.7 ,HIV disease resulting in multiple infections ,A_1,HIV & Tuberculosis,
B20.8 ,HIV disease resulting in other infectious and parasitic diseases ,A_1,HIV & Tuberculosis,
B20.9 ,HIV disease resulting in unspecified infectious or parasitic disease ,A_1,HIV & Tuberculosis,
B21 ,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms ,A_1,HIV & Tuberculosis,
B21.0 ,HIV disease resulting in Kaposi's sarcoma ,A_1,HIV & Tuberculosis,
B21.1 ,HIV disease resulting in Burkitt's lymphoma ,A_1,HIV & Tuberculosis,
B21.2 ,HIV disease resulting in other types of non-Hodgkin's lymphoma ,A_1,HIV & Tuberculosis,
B21.3 ,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue ",A_1,HIV & Tuberculosis,
B21.7 ,HIV disease resulting in multiple malignant neoplasms ,A_1,HIV & Tuberculosis,
B21.8 ,HIV disease resulting in other malignant neoplasms ,A_1,HIV & Tuberculosis,
B21.9 ,HIV disease resulting in unspecified malignant neoplasm ,A_1,HIV & Tuberculosis,
B22 ,Human immunodeficiency virus [HIV] disease resulting in other specified diseases ,A_1,HIV & Tuberculosis,
B22.0 ,HIV disease resulting in encephalopathy ,A_1,HIV & Tuberculosis,
B22.1 ,HIV disease resulting in lymphoid interstitial pneumonitis ,A_1,HIV & Tuberculosis,
B22.2 ,HIV disease resulting in wasting syndrome ,A_1,HIV & Tuberculosis,
B22.7 ,HIV disease resulting in multiple diseases classified elsewhere ,A_1,HIV & Tuberculosis,
B23 ,Human immunodeficiency virus [HIV] disease resulting in other conditions ,A_1,HIV & Tuberculosis,
B23.0 ,Acute HIV infection syndrome ,A_1,HIV & Tuberculosis,
B23.1 ,HIV disease resulting in (persistent) generalized lymphadenopathy ,A_1,HIV & Tuberculosis,
B23.2 ,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified ",A_1,HIV & Tuberculosis,
B23.8 ,HIV disease resulting in other specified conditions ,A_1,HIV & Tuberculosis,
B23.9,"There is not this code in ICD10 site, but we have this in mortality data",A_1,HIV & Tuberculosis,
B24 ,Unspecified human immunodeficiency virus [HIV] disease ,A_1,HIV & Tuberculosis,
B24.9,"There is not this code in ICD10 site, but we have this in mortality data",A_1,HIV & Tuberculosis,
B25 ,Cytomegaloviral disease ,A_5,Other Communicable,
B25.0+ ,Cytomegaloviral pneumonitis ( J17.1* ),A_5,Other Communicable,
B25.1+ ,Cytomegaloviral hepatitis ( K77.0* ),A_5,Other Communicable,
B25.2+ ,Cytomegaloviral pancreatitis ( K87.1* ),A_5,Other Communicable,
B25.8 ,Other cytomegaloviral diseases ,A_5,Other Communicable,
B25.9 ,"Cytomegaloviral disease, unspecified ",A_5,Other Communicable,
B26 ,Mumps ,A_5,Other Communicable,
B26.0+ ,Mumps orchitis ( N51.1* ),A_5,Other Communicable,
B26.1+ ,Mumps meningitis ( G02.0* ),A_5,Other Communicable,
B26.2+ ,Mumps encephalitis ( G05.1* ),A_5,Other Communicable,
B26.3+ ,Mumps pancreatitis ( K87.1* ),A_5,Other Communicable,
B26.8 ,Mumps with other complications ,A_5,Other Communicable,
B26.9 ,Mumps without complication ,A_5,Other Communicable,
B27 ,Infectious mononucleosis ,A_5,Other Communicable,
B27.0 ,Gammaherpesviral mononucleosis ,A_5,Other Communicable,
B27.1 ,Cytomegaloviral mononucleosis ,A_5,Other Communicable,
B27.8 ,Other infectious mononucleosis ,A_5,Other Communicable,
B27.9 ,"Infectious mononucleosis, unspecified ",A_5,Other Communicable,
B29.4,"There is not this code in ICD10 site, but we have this in mortality data",A_5,Other Communicable,
B30 ,Viral conjunctivitis ,A_5,Other Communicable,
B30.0+ ,Keratoconjunctivitis due to adenovirus ( H19.2* ),A_5,Other Communicable,
B30.1+ ,Conjunctivitis due to adenovirus ( H13.1* ),A_5,Other Communicable,
B30.2 ,Viral pharyngoconjunctivitis ,A_5,Other Communicable,
B30.3+ ,Acute epidemic haemorrhagic conjunctivitis (enteroviral) ( H13.1* ),A_5,Other Communicable,
B30.8+ ,Other viral conjunctivitis ( H13.1* ),A_5,Other Communicable,
B30.9 ,"Viral conjunctivitis, unspecified ",A_5,Other Communicable,
B31.9,"There is not this code in ICD10 site, but we have this in mortality data",A_5,Other Communicable,
B32.3,"There is not this code in ICD10 site, but we have this in mortality data",A_5,Other Communicable,
B32.4,"There is not this code in ICD10 site, but we have this in mortality data",A_5,Other Communicable,
B33 ,"Other viral diseases, not elsewhere classified ",A_5,Other Communicable,
B33.0 ,Epidemic myalgia ,A_5,Other Communicable,
B33.1 ,Ross River disease ,A_5,Other Communicable,
B33.2 ,Viral carditis ,A_5,Other Communicable,
B33.3 ,"Retrovirus infections, not elsewhere classified ",A_5,Other Communicable,
B33.4,Hantavirus (cardio-)pulmonary syndrome,A_5,Other Communicable,
B33.8 ,Other specified viral diseases ,A_5,Other Communicable,
B34 ,Viral infection of unspecified site ,A_5,Other Communicable,
B34.0 ,"Adenovirus infection, unspecified ",A_5,Other Communicable,
B34.1 ,"Enterovirus infection, unspecified ",A_5,Other Communicable,
B34.2 ,"Coronavirus infection, unspecified ",A_5,Other Communicable,
B34.3 ,"Parvovirus infection, unspecified ",A_5,Other Communicable,
B34.4 ,"Papovavirus infection, unspecified ",A_5,Other Communicable,
B34.8 ,Other viral infections of unspecified site ,A_5,Other Communicable,
B34.9 ,"Viral infection, unspecified ",A_5,Other Communicable,
B35 ,Dermatophytosis ,B_7,Other NCDs,
B35.0 ,Tinea barbae and tinea capitis ,B_7,Other NCDs,
B35.1 ,Tinea unguium ,B_7,Other NCDs,
B35.2 ,Tinea manuum ,B_7,Other NCDs,
B35.3 ,Tinea pedis ,B_7,Other NCDs,
B35.4 ,Tinea corporis ,B_7,Other NCDs,
B35.5 ,Tinea imbricata ,B_7,Other NCDs,
B35.6 ,Tinea cruris ,B_7,Other NCDs,
B35.8 ,Other dermatophytoses ,B_7,Other NCDs,
B35.9 ,"Dermatophytosis, unspecified ",B_7,Other NCDs,
B36 ,Other superficial mycoses ,B_7,Other NCDs,
B36.0 ,Pityriasis versicolor ,B_7,Other NCDs,
B36.1 ,Tinea nigra ,B_7,Other NCDs,
B36.2 ,White piedra ,B_7,Other NCDs,
B36.3 ,Black piedra ,B_7,Other NCDs,
B36.8 ,Other specified superficial mycoses ,B_7,Other NCDs,
B36.9 ,"Superficial mycosis, unspecified ",B_7,Other NCDs,
B37 ,Candidiasis ,A_5,Other Communicable,
B37.0 ,Candidal stomatitis ,A_5,Other Communicable,
B37.1 ,Pulmonary candidiasis ,A_5,Other Communicable,
B37.2 ,Candidiasis of skin and nail ,A_5,Other Communicable,
B37.3+ ,Candidiasis of vulva and vagina ( N77.1* ),A_5,Other Communicable,
B37.4 ,Candidiasis of other urogenital sites ,A_5,Other Communicable,
B37.5+ ,Candidal meningitis ( G02.1* ),A_5,Other Communicable,
B37.6+ ,Candidal endocarditis ( I39.8* ),A_5,Other Communicable,
B37.7 ,Candidal septicaemia ,A_5,Other Communicable,
B37.8 ,Candidiasis of other sites ,A_5,Other Communicable,
B37.9 ,"Candidiasis, unspecified ",A_5,Other Communicable,
B38 ,Coccidioidomycosis ,A_5,Other Communicable,
B38.0 ,Acute pulmonary coccidioidomycosis ,A_5,Other Communicable,
B38.1 ,Chronic pulmonary coccidioidomycosis ,A_5,Other Communicable,
B38.2 ,"Pulmonary coccidioidomycosis, unspecified ",A_5,Other Communicable,
B38.3 ,Cutaneous coccidioidomycosis ,A_5,Other Communicable,
B38.4+ ,Coccidioidomycosis meningitis ( G02.1* ),A_5,Other Communicable,
B38.7 ,Disseminated coccidioidomycosis ,A_5,Other Communicable,
B38.8 ,Other forms of coccidioidomycosis ,A_5,Other Communicable,
B38.9 ,"Coccidioidomycosis, unspecified ",A_5,Other Communicable,
B39 ,Histoplasmosis ,A_5,Other Communicable,
B39.0 ,Acute pulmonary histoplasmosis capsulati ,A_5,Other Communicable,
B39.1 ,Chronic pulmonary histoplasmosis capsulati ,A_5,Other Communicable,
B39.2 ,"Pulmonary histoplasmosis capsulati, unspecified ",A_5,Other Communicable,
B39.3 ,Disseminated histoplasmosis capsulati ,A_5,Other Communicable,
B39.4 ,"Histoplasmosis capsulati, unspecified ",A_5,Other Communicable,
B39.5 ,Histoplasmosis duboisii ,A_5,Other Communicable,
