icd10,gbd_severity,description
M28.2,1,NA
M28.3,1,NA
M28.4,1,NA
M28.5,1,NA
M28.6,1,NA
M28.7,1,NA
M28.8,1,NA
M28.9,1,NA
M29,1,NA
M29.0,1,NA
M29.1,1,NA
M29.2,1,NA
M29.3,1,NA
M29.4,1,NA
M29.5,1,NA
M29.6,1,NA
M29.7,1,NA
M29.8,1,NA
M29.9,1,NA
M37,1,NA
M37.0,1,NA
M37.1,1,NA
M37.2,1,NA
M37.3,1,NA
M37.4,1,NA
M37.5,1,NA
M37.6,1,NA
M37.7,1,NA
M37.8,1,NA
M37.9,1,NA
M38,1,NA
M38.0,1,NA
M38.1,1,NA
M38.2,1,NA
M38.3,1,NA
M38.4,1,NA
M38.5,1,NA
M38.6,1,NA
M38.7,1,NA
M38.8,1,NA
M38.9,1,NA
M39,1,NA
M39.0,1,NA
M39.1,1,NA
M39.2,1,NA
M39.3,1,NA
M39.4,1,NA
M39.5,1,NA
M39.6,1,NA
M39.7,1,NA
M39.8,1,NA
M39.9,1,NA
M43,1,Other deforming dorsopathies
M43.2,1,Fusion of spine
M43.3,1,Recurrent atlantoaxial dislocation with myelopathy
M43.4,1,Other recurrent atlantoaxial dislocation
M43.5,1,Other recurrent vertebral dislocation
M43.6,1,Torticollis
M43.7,1,Other deforming dorsopathies
M43.8,1,Other specified deforming dorsopathies
M43.9,1,"Deforming dorsopathy, unspecified"
M44,1,NA
M44.0,1,NA
M44.1,1,NA
M44.2,1,NA
M44.3,1,NA
M44.4,1,NA
M44.5,1,NA
M44.6,1,NA
M44.7,1,NA
M44.8,1,NA
M44.9,1,NA
M45,1,Ankylosing spondylitis
M45.0,1,Ankylosing spondylitis of multiple sites in spine
M45.1,1,Ankylosing spondylitis of occipito-atlanto-axial region
M45.2,1,Ankylosing spondylitis of cervical region
M45.3,1,Ankylosing spondylitis of cervicothoracic region
M45.4,1,Ankylosing spondylitis of thoracic region
M45.5,1,Ankylosing spondylitis of thoracolumbar region
M45.6,1,Ankylosing spondylitis lumbar region
M45.7,1,Ankylosing spondylitis of lumbosacral region
M45.8,1,Ankylosing spondylitis sacral and sacrococcygeal region
M45.9,1,Ankylosing spondylitis of unspecified sites in spine
M46,1,Other inflammatory spondylopathies
M46.0,1,Spinal enthesopathy
M46.1,1,"Sacroiliitis, not elsewhere classified"
M46.2,1,Osteomyelitis of vertebra
M46.3,1,Infection of intervertebral disc (pyogenic)
M46.4,1,"Discitis, unspecified"
M46.5,1,Other infective spondylopathies
M46.6,1,Other inflammatory spondylopathies
M46.7,1,Other inflammatory spondylopathies
M46.8,1,Other specified inflammatory spondylopathies
M46.9,1,Unspecified inflammatory spondylopathy
M47,1,Spondylosis
M47.0,1,Anterior spinal and vertebral artery compression syndromes
M47.1,1,Other spondylosis with myelopathy
M47.2,1,Other spondylosis with radiculopathy
M47.3,1,Spondylosis
M47.4,1,Spondylosis
M47.5,1,Spondylosis
M47.6,1,Spondylosis
M47.7,1,Spondylosis
M47.8,1,Other spondylosis
M47.9,1,"Spondylosis, unspecified"
M48,1,Other spondylopathies
M48.0,1,Spinal stenosis
M48.1,1,Ankylosing hyperostosis [Forestier]
M48.2,1,Kissing spine
M48.3,1,Traumatic spondylopathy
M48.4,1,Fatigue fracture of vertebra
M48.5,1,"Collapsed vertebra, not elsewhere classified"
M48.6,1,Other spondylopathies
M48.7,1,Other spondylopathies
M48.8,1,Other specified spondylopathies
M48.9,1,"Spondylopathy, unspecified"
M49,1,Spondylopathies in diseases classified elsewhere
M49.0,1,Spondylopathies in diseases classified elsewhere
M49.1,1,Spondylopathies in diseases classified elsewhere
M49.2,1,Spondylopathies in diseases classified elsewhere
M49.3,1,Spondylopathies in diseases classified elsewhere
M49.4,1,Spondylopathies in diseases classified elsewhere
M49.5,1,Spondylopathies in diseases classified elsewhere
M49.6,1,Spondylopathies in diseases classified elsewhere
M49.7,1,Spondylopathies in diseases classified elsewhere
M49.8,1,Spondylopathy in diseases classified elsewhere
M49.9,1,Spondylopathies in diseases classified elsewhere
M50,1,Cervical disc disorders
M50.0,1,Cervical disc disorder with myelopathy
M50.1,1,Cervical disc disorder with radiculopathy
M50.2,1,Other cervical disc displacement
M50.3,1,Other cervical disc degeneration
M50.4,1,Cervical disc disorders
M50.5,1,Cervical disc disorders
M50.6,1,Cervical disc disorders
M50.7,1,Cervical disc disorders
M50.8,1,Other cervical disc disorders
M50.9,1,"Cervical disc disorder, unspecified"
M51,1,"Thoracic, thoracolumbar, and lumbosacral intervertebral disc disorders"
M51.0,1,"Thoracic, thoracolumbar and lumbosacral intervertebral disc disorders with myelopathy"
M51.1,1,"Thoracic, thoracolumbar and lumbosacral intervertebral disc disorders with radiculopathy"
M51.2,1,"Other thoracic, thoracolumbar and lumbosacral intervertebral disc displacement"
M51.3,1,"Other thoracic, thoracolumbar and lumbosacral intervertebral disc degeneration"
M51.4,1,Schmorl's nodes
M51.5,1,"Thoracic, thoracolumbar, and lumbosacral intervertebral disc disorders"
M51.6,1,"Thoracic, thoracolumbar, and lumbosacral intervertebral disc disorders"
M51.7,1,"Thoracic, thoracolumbar, and lumbosacral intervertebral disc disorders"
M51.8,1,"Other thoracic, thoracolumbar and lumbosacral intervertebral disc disorders"
M51.9,1,"Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder"
M52,1,NA
M52.0,1,NA
M52.1,1,NA
M52.2,1,NA
M52.3,1,NA
M52.4,1,NA
M52.5,1,NA
M52.6,1,NA
M52.7,1,NA
M52.8,1,NA
M52.9,1,NA
M53,1,"Other and unspecified dorsopathies, not elsewhere classified"
M53.0,1,Cervicocranial syndrome
M53.1,1,Cervicobrachial syndrome
M53.2,1,Spinal instabilities
M53.3,1,"Sacrococcygeal disorders, not elsewhere classified"
M53.4,1,"Other and unspecified dorsopathies, not elsewhere classified"
M53.5,1,"Other and unspecified dorsopathies, not elsewhere classified"
M53.6,1,"Other and unspecified dorsopathies, not elsewhere classified"
M53.7,1,"Other and unspecified dorsopathies, not elsewhere classified"
M53.8,1,Other specified dorsopathies
M53.9,1,"Dorsopathy, unspecified"
M54,1,Dorsalgia
M54.0,1,Panniculitis affecting regions of neck and back
M54.1,1,Radiculopathy
M54.2,1,Cervicalgia
M54.3,1,Sciatica
M54.4,1,Lumbago with sciatica
M54.5,1,Low back pain
M54.6,1,Pain in thoracic spine
M54.7,1,Dorsalgia
M54.8,1,Other dorsalgia
M54.9,1,"Dorsalgia, unspecified"
M55,1,NA
M55.0,1,NA
M55.1,1,NA
M55.2,1,NA
M55.3,1,NA
M55.4,1,NA
M55.5,1,NA
M55.6,1,NA
M55.7,1,NA
M55.8,1,NA
M55.9,1,NA
M56,1,NA
M56.0,1,NA
M56.1,1,NA
M56.2,1,NA
M56.3,1,NA
M56.4,1,NA
M56.5,1,NA
M56.6,1,NA
M56.7,1,NA
M56.8,1,NA
M56.9,1,NA
M57,1,NA
M57.0,1,NA
M57.1,1,NA
M57.2,1,NA
M57.3,1,NA
M57.4,1,NA
M57.5,1,NA
M57.6,1,NA
M57.7,1,NA
M57.8,1,NA
M57.9,1,NA
M58,1,NA
M58.0,1,NA
M58.1,1,NA
M58.2,1,NA
M58.3,1,NA
M58.4,1,NA
M58.5,1,NA
M58.6,1,NA
M58.7,1,NA
M58.8,1,NA
M58.9,1,NA
M59,1,NA
M59.0,1,NA
M59.1,1,NA
M59.2,1,NA
M59.3,1,NA
M59.4,1,NA
M59.5,1,NA
M59.6,1,NA
M59.7,1,NA
M59.8,1,NA
M59.9,1,NA
M60,1,Myositis
M60.0,1,Infective myositis
M60.1,1,Interstitial myositis
M60.2,1,"Foreign body granuloma of soft tissue, not elsewhere classified"
M60.3,1,Myositis
M60.4,1,Myositis
M60.5,1,Myositis
M60.6,1,Myositis
M60.7,1,Myositis
M60.8,1,Other myositis
M60.9,1,"Myositis, unspecified"
M61,1,Calcification and ossification of muscle
M61.0,1,Myositis ossificans traumatica
M61.1,1,Myositis ossificans progressiva
M61.2,1,Paralytic calcification and ossification of muscle
M61.3,1,Calcification and ossification of muscles associated with burns
M61.4,1,Other calcification of muscle
M61.5,1,Other ossification of muscle
M61.6,1,Calcification and ossification of muscle
M61.7,1,Calcification and ossification of muscle
M61.8,1,Calcification and ossification of muscle
M61.9,1,"Calcification and ossification of muscle, unspecified"
M62,1,Other disorders of muscle
M62.0,1,Separation of muscle (nontraumatic)
M62.1,1,Other rupture of muscle (nontraumatic)
M62.2,1,Nontraumatic ischemic infarction of muscle
M62.3,1,Immobility syndrome (paraplegic)
M62.4,1,Contracture of muscle
M62.5,1,"Muscle wasting and atrophy, not elsewhere classified"
M62.6,1,Other disorders of muscle
M62.7,1,Other disorders of muscle
M62.8,1,Other specified disorders of muscle
M62.9,1,"Disorder of muscle, unspecified"
M63,1,Disorders of muscle in diseases classified elsewhere
M63.0,1,Disorders of muscle in diseases classified elsewhere
M63.1,1,Disorders of muscle in diseases classified elsewhere
M63.2,1,Disorders of muscle in diseases classified elsewhere
M63.3,1,Disorders of muscle in diseases classified elsewhere
M63.4,1,Disorders of muscle in diseases classified elsewhere
M63.5,1,Disorders of muscle in diseases classified elsewhere
M63.6,1,Disorders of muscle in diseases classified elsewhere
M63.7,1,Disorders of muscle in diseases classified elsewhere
M63.8,1,Disorders of muscle in diseases classified elsewhere
M63.9,1,Disorders of muscle in diseases classified elsewhere
M64,1,NA
M64.0,1,NA
M64.1,1,NA
M64.2,1,NA
M64.3,1,NA
M64.4,1,NA
M64.5,1,NA
M64.6,1,NA
M64.7,1,NA
M64.8,1,NA
M64.9,1,NA
M65,1,Synovitis and tenosynovitis
M65.1,1,Other infective (teno)synovitis
M65.2,1,Calcific tendinitis
M65.3,1,Trigger finger
M65.4,1,Radial styloid tenosynovitis [de Quervain]
M65.5,1,Synovitis and tenosynovitis
M65.6,1,Synovitis and tenosynovitis
M65.7,1,Synovitis and tenosynovitis
M65.8,1,Other synovitis and tenosynovitis
M65.9,1,"Synovitis and tenosynovitis, unspecified"
M66,1,Spontaneous rupture of synovium and tendon
M66.0,1,Rupture of popliteal cyst
M66.1,1,Rupture of synovium
M66.2,1,Spontaneous rupture of extensor tendons
M66.3,1,Spontaneous rupture of flexor tendons
M66.4,1,Spontaneous rupture of synovium and tendon
M66.5,1,Spontaneous rupture of synovium and tendon
M66.6,1,Spontaneous rupture of synovium and tendon
M66.7,1,Spontaneous rupture of synovium and tendon
M66.8,1,Spontaneous rupture of other tendons
M66.9,1,Spontaneous rupture of unspecified tendon
M67,1,Other disorders of synovium and tendon
M67.0,1,Short Achilles tendon (acquired)
M67.1,1,Other disorders of synovium and tendon
M67.2,1,"Synovial hypertrophy, not elsewhere classified"
M67.3,1,Transient synovitis
M67.4,1,Ganglion
M67.5,1,Plica syndrome
M67.6,1,Other disorders of synovium and tendon
M67.7,1,Other disorders of synovium and tendon
M67.8,1,Other specified disorders of synovium and tendon
M67.9,1,Unspecified disorder of synovium and tendon
M68,1,NA
M68.0,1,NA
M68.1,1,NA
M68.2,1,NA
M68.3,1,NA
M68.4,1,NA
M68.5,1,NA
M68.6,1,NA
M68.7,1,NA
M68.8,1,NA
M68.9,1,NA
M69,1,NA
M69.0,1,NA
M69.1,1,NA
M69.2,1,NA
M69.3,1,NA
M69.4,1,NA
M69.5,1,NA
M69.6,1,NA
M69.7,1,NA
M69.8,1,NA
M69.9,1,NA
M70,1,"Soft tissue disorders related to use, overuse and pressure"
M70.0,1,Crepitant synovitis (acute) (chronic) of hand and wrist
M70.1,1,Bursitis of hand
M70.2,1,Olecranon bursitis
M70.3,1,Other bursitis of elbow
M70.4,1,Prepatellar bursitis
M70.5,1,Other bursitis of knee
M70.6,1,Trochanteric bursitis
M70.7,1,Other bursitis of hip
M70.8,1,"Other soft tissue disorders related to use, overuse and pressure"
M70.9,1,"Unspecified soft tissue disorder related to use, overuse and pressure"
M71,1,Other bursopathies
M71.0,1,Abscess of bursa
M71.1,1,Other infective bursitis
M71.2,1,Synovial cyst of popliteal space [Baker]
M71.3,1,Other bursal cyst
M71.4,1,Calcium deposit in bursa
M71.5,1,"Other bursitis, not elsewhere classified"
M71.6,1,Other bursopathies
M71.7,1,Other bursopathies
M71.8,1,Other specified bursopathies
M71.9,1,"Bursopathy, unspecified"
M72,1,Fibroblastic disorders
M72.0,1,Palmar fascial fibromatosis [Dupuytren]
M72.1,1,Knuckle pads
M72.2,1,Plantar fascial fibromatosis
M72.3,1,Fibroblastic disorders
M72.4,1,Pseudosarcomatous fibromatosis
M72.8,1,Other fibroblastic disorders
M72.9,1,"Fibroblastic disorder, unspecified"
M73,1,NA
M73.0,1,NA
M73.1,1,NA
M73.2,1,NA
M73.3,1,NA
M73.4,1,NA
M73.5,1,NA
M73.6,1,NA
M73.7,1,NA
M73.8,1,NA
M73.9,1,NA
M74,1,NA
M74.0,1,NA
M74.1,1,NA
M74.2,1,NA
M74.3,1,NA
M74.4,1,NA
M74.5,1,NA
M74.6,1,NA
M74.7,1,NA
M74.8,1,NA
M74.9,1,NA
M75,1,Shoulder lesions
M75.0,1,Adhesive capsulitis of shoulder
M75.1,1,"Rotator cuff tear or rupture, not specified as traumatic"
M75.2,1,Bicipital tendinitis
M75.3,1,Calcific tendinitis of shoulder
M75.4,1,Impingement syndrome of shoulder
M75.5,1,Bursitis of shoulder
M75.6,1,Shoulder lesions
M75.7,1,Shoulder lesions
M75.8,1,Other shoulder lesions
M75.9,1,"Shoulder lesion, unspecified"
M76,1,"Enthesopathies, lower limb, excluding foot"
M76.0,1,Gluteal tendinitis
M76.1,1,Psoas tendinitis
M76.2,1,Iliac crest spur
M76.3,1,Iliotibial band syndrome
M76.4,1,Tibial collateral bursitis [Pellegrini-Stieda]
M76.5,1,Patellar tendinitis
M76.6,1,Achilles tendinitis
M76.7,1,Peroneal tendinitis
M76.8,1,"Other specified enthesopathies of lower limb, excluding foot"
M76.9,1,"Unspecified enthesopathy, lower limb, excluding foot"
M77,1,Other enthesopathies
M77.0,1,Medial epicondylitis
M77.1,1,Lateral epicondylitis
M77.2,1,Periarthritis of wrist
M77.3,1,Calcaneal spur
M77.4,1,Metatarsalgia
M77.5,1,Other enthesopathy of foot
M77.6,1,Other enthesopathies
M77.7,1,Other enthesopathies
M77.8,1,"Other enthesopathies, not elsewhere classified"
M77.9,1,"Enthesopathy, unspecified"
M78,1,NA
M78.0,1,NA
M78.1,1,NA
M78.2,1,NA
M78.3,1,NA
M78.4,1,NA
M78.5,1,NA
M78.6,1,NA
M78.7,1,NA
M78.8,1,NA
M78.9,1,NA
M79,1,"Other and unspecified soft tissue disorders, not elsewhere classified"
M79.0,1,"Rheumatism, unspecified"
M79.1,1,Myalgia
M79.2,1,"Neuralgia and neuritis, unspecified"
M79.3,1,"Panniculitis, unspecified"
M79.4,1,Hypertrophy of (infrapatellar) fat pad
M79.5,1,Residual foreign body in soft tissue
M79.6,1,"Pain in limb, hand, foot, fingers and toes"
M79.7,1,Fibromyalgia
M79.8,1,Other specified soft tissue disorders
M79.9,1,"Soft tissue disorder, unspecified"
M83,1,Adult osteomalacia
M83.0,1,Puerperal osteomalacia
M83.1,1,Senile osteomalacia
M83.2,1,Adult osteomalacia due to malabsorption
M83.3,1,Adult osteomalacia due to malnutrition
M83.4,1,Aluminum bone disease
M83.5,1,Other drug-induced osteomalacia in adults
M83.6,1,Adult osteomalacia
M83.7,1,Adult osteomalacia
M83.8,1,Other adult osteomalacia
M83.9,1,"Adult osteomalacia, unspecified"
M84,1,Disorder of continuity of bone
M84.0,1,Disorder of continuity of bone
M84.1,1,Disorder of continuity of bone
M84.2,1,Disorder of continuity of bone
M84.3,1,Stress fracture
M84.4,1,"Pathological fracture, not elsewhere classified"
M84.5,1,Pathological fracture in neoplastic disease
M84.6,1,Pathological fracture in other disease
M84.7,1,"Nontraumatic fracture, not elsewhere classified"
M84.8,1,Other disorders of continuity of bone
M84.9,1,"Disorder of continuity of bone, unspecified"
M85,1,Other disorders of bone density and structure
M85.0,1,Fibrous dysplasia (monostotic)
M85.1,1,Skeletal fluorosis
M85.2,1,Hyperostosis of skull
M85.3,1,Osteitis condensans
M85.4,1,Solitary bone cyst
M85.5,1,Aneurysmal bone cyst
M85.6,1,Other cyst of bone
M85.7,1,Other disorders of bone density and structure
M85.8,1,Other specified disorders of bone density and structure
M85.9,1,"Disorder of bone density and structure, unspecified"
M86,1,Osteomyelitis
M86.0,1,Acute hematogenous osteomyelitis
M86.1,1,Other acute osteomyelitis
M86.2,1,Subacute osteomyelitis
M86.5,1,Other chronic hematogenous osteomyelitis
M86.6,1,Other chronic osteomyelitis
M86.7,1,Osteomyelitis
M86.8,1,Other osteomyelitis
M86.9,1,"Osteomyelitis, unspecified"
M87,1,Osteonecrosis
M87.2,1,Osteonecrosis due to previous trauma
M87.3,1,Other secondary osteonecrosis
M87.4,1,Osteonecrosis
M87.5,1,Osteonecrosis
M87.6,1,Osteonecrosis
M87.7,1,Osteonecrosis
M87.8,1,Other osteonecrosis
M87.9,1,"Osteonecrosis, unspecified"
M89,1,Other disorders of bone
M89.1,1,Physeal arrest
M89.2,1,Other disorders of bone development and growth
M89.3,1,Hypertrophy of bone
M89.4,1,Other hypertrophic osteoarthropathy
M90,1,Osteopathies in diseases classified elsewhere
M90.0,1,Osteopathies in diseases classified elsewhere
M90.1,1,Osteopathies in diseases classified elsewhere
M90.2,1,Osteopathies in diseases classified elsewhere
M90.3,1,Osteopathies in diseases classified elsewhere
M90.4,1,Osteopathies in diseases classified elsewhere
M90.5,1,Osteonecrosis in diseases classified elsewhere
M90.6,1,Osteitis deformans in neoplastic diseases
M90.7,1,Osteopathies in diseases classified elsewhere
M90.8,1,Osteopathy in diseases classified elsewhere
M90.9,1,Osteopathies in diseases classified elsewhere
M91,1,Juvenile osteochondrosis of hip and pelvis
M91.0,1,Juvenile osteochondrosis of pelvis
M91.1,1,Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes]
M91.2,1,Coxa plana
M91.3,1,Pseudocoxalgia
M91.4,1,Coxa magna
M91.5,1,Juvenile osteochondrosis of hip and pelvis
M91.6,1,Juvenile osteochondrosis of hip and pelvis
M91.7,1,Juvenile osteochondrosis of hip and pelvis
M91.8,1,Other juvenile osteochondrosis of hip and pelvis
M91.9,1,"Juvenile osteochondrosis of hip and pelvis, unspecified"
M92,1,Other juvenile osteochondrosis
M92.0,1,Juvenile osteochondrosis of humerus
M92.1,1,Juvenile osteochondrosis of radius and ulna
M92.2,1,"Juvenile osteochondrosis, hand"
M92.3,1,"Other juvenile osteochondrosis, upper limb"
M92.4,1,Juvenile osteochondrosis of patella
M92.5,1,Juvenile osteochondrosis of tibia and fibula
M92.6,1,Juvenile osteochondrosis of tarsus
M92.7,1,Juvenile osteochondrosis of metatarsus
M92.8,1,Other specified juvenile osteochondrosis
M92.9,1,"Juvenile osteochondrosis, unspecified"
M93,1,Other osteochondropathies
M93.0,1,Slipped upper femoral epiphysis (nontraumatic)
M93.1,1,Kienbock's disease of adults
M93.2,1,Osteochondritis dissecans
M93.3,1,Other osteochondropathies
M93.4,1,Other osteochondropathies
M93.5,1,Other osteochondropathies
M93.6,1,Other osteochondropathies
M93.7,1,Other osteochondropathies
M93.8,1,Other specified osteochondropathies
M93.9,1,"Osteochondropathy, unspecified"
M94,1,Other disorders of cartilage
M94.0,1,Chondrocostal junction syndrome [Tietze]
M94.1,1,Relapsing polychondritis
M94.2,1,Chondromalacia
M94.3,1,Chondrolysis
M94.4,1,Other disorders of cartilage
M94.5,1,Other disorders of cartilage
M94.6,1,Other disorders of cartilage
M94.7,1,Other disorders of cartilage
M94.8,1,Other specified disorders of cartilage
M94.9,1,"Disorder of cartilage, unspecified"
M95,1,Other acquired deformities of musculoskeletal system and connective tissue
M95.0,1,Acquired deformity of nose
M95.1,1,Cauliflower ear
M95.2,1,Other acquired deformity of head
M95.3,1,Acquired deformity of neck
M95.4,1,Acquired deformity of chest and rib
M95.5,1,Acquired deformity of pelvis
M95.6,1,Other acquired deformities of musculoskeletal system and connective tissue
M95.7,1,Other acquired deformities of musculoskeletal system and connective tissue
